SessionID,Condition,ClientID,SurveyID,ConditionOrder,SubjectID,Treatment,Age,Gender,Handedness,FirstLanguage,EnglishAbilities,ColorVision,Major,ProductiveTime_08to10,ProductiveTime_10to12,ProductiveTime_12to14,ProductiveTime_14to16,ProductiveTime_16to18,ProductiveTime_18to20,valence,arousal,importanceImportant,importanceNoMistakes,importanceWorried,flowProne.General,flowProne.Work,flowProne.Maint,flowProne.Leis,eqIntrusDistracting,eqIntrusDifficult,eqIntrusDiscomfort,taskPrefLikeMath,taskPrefLikeWrit,taskPrefMathOverWrit,traitIntMot,interactionDissatisfactionUnpleasant,interactionDissatisfactionLongerWorse,interactionDissatisfactionEnergizing,interactionDissatisfactionBadCorrection,relationQuality,grpEffort,interdepOwnJob,interdepCommRequired,interdepMutualDependenc,clearGoal,challGoal,noChallGoal,noConseqGoal,conseqGoal,grpSizeTooLarge,grpSizeTooSmall,grpSizeJustRight,grpDivers,grpSkill,grpAffectExp,genSat,growth,colEff,socPres,coordDifficult,coordPossible,identFusion,relationStrain,unevenEffort,unevenSkill,noCareForGrp,frustratingGrp,creativitySuppressingGrp
session_47-MP,END,iism-kd2-b18,1030,"",session_47-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.57142857142857,3.28571428571429,4.14285714285714,3.28571428571429,,,,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_47-SP,START,iism-kd2-b16,983,"",session_47-SP_iism-kd2-b16,SP,25,F,R,German,B2,I can see all colors and hues.,Natural Sciences > Chemical sciences,"",Y,"",Y,"","",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_47-SP,PHASE,iism-kd2-b16,997,"",session_47-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,3,6,2,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_47-SP,END,iism-kd2-b16,998,"",session_47-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.14285714285714,4.28571428571429,4,,,,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_48-SP,START,iism-kd2-b16,1004,"",session_48-SP_iism-kd2-b16,SP,20,M,R,Albanian,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"","","","",Y,"",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_48-SP,PHASE,iism-kd2-b16,1018,"",session_48-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,2,7,3,,,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_48-SP,END,iism-kd2-b16,1019,"",session_48-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.42857142857143,3.71428571428571,,4.71428571428571,,,,4,4,4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_49-MP,START,iism-kd2-b14,1110,"",session_49-MP_iism-kd2-b14,MP,25,F,R,German,B2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,Y,"","",Y,Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_49-MP,START,iism-kd2-b18,1109,"",session_49-MP_iism-kd2-b18,MP,24,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,"","","","",Y,Y,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_49-MP,PHASE,iism-kd2-b14,1134,"",session_49-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,4,5,4,,,,,5,6,4,,,,,3,2,4,3,4.5,5.66666666666667,4,5,6,6.5,3,7,3,6,5,1,5,6.5,5.66666666666667,5.33333333333333,5,4,4.5,4.4,2,4,4,2,3,2,5,3,2
session_49-MP,PHASE,iism-kd2-b18,1133,"",session_49-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,7,5,,,,,7,6,7,,,,,1,2,5,4,5.5,7,1,1,7,7,5,5,2,4,1,1,6,6.5,5.33333333333333,6,6.5,3.5,4.25,2.8,3,4,4,1,1,2,3,1,2
session_49-MP,END,iism-kd2-b14,1137,"",session_49-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,3.71428571428571,4.57142857142857,4,,,,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_49-MP,END,iism-kd2-b18,1138,"",session_49-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.85714285714286,3.71428571428571,3.42857142857143,4.42857142857143,,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-MP,START,iism-kd2-b12,1143,"",session_50-MP_iism-kd2-b12,MP,21,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,Y,Y,"","","","",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-MP,START,iism-kd2-b14,1142,"",session_50-MP_iism-kd2-b14,MP,27,F,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,Y,"","",Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-MP,START,iism-kd2-b18,1144,"",session_50-MP_iism-kd2-b18,MP,26,M,B,German,C2,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,Y,"","",Y,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-MP,PHASE,iism-kd2-b12,1175,"",session_50-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,7,5,,,,,1,1,2,,,,,3,1,5,5,4.5,6.66666666666667,5,1,5,7,4,3,,4,1,1,7,6,5,4,6,2.5,4.5,2,1,6,2,4,2,2,2,1,1
session_50-MP,PHASE,iism-kd2-b14,1176,"",session_50-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,5,6,5,,,,,2,2,2,,,,,2,1,4,1,5,5.33333333333333,3,5,6,5.5,4,3,4,4,3,3,5,5.5,5.33333333333333,4.33333333333333,5.5,4,4.25,4.2,5,5,4,1,2,3,3,2,4
session_50-MP,PHASE,iism-kd2-b18,1174,"",session_50-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,5,5,4,,,,,7,7,7,,,,,1,2,6,6,6.5,6.33333333333333,3,3,2,6.5,6,2,7,3,1,3,7,6,4.33333333333333,5.33333333333333,4.5,2,4.5,5,6,5,4,2,2,6,2,5,2
session_50-MP,END,iism-kd2-b12,1178,"",session_50-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.47619047619048,2.85714285714286,3.71428571428571,3.85714285714286,,,,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-MP,END,iism-kd2-b14,1177,"",session_50-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,4.14285714285714,4,4.14285714285714,,,,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-MP,END,iism-kd2-b18,1179,"",session_50-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,3.71428571428571,4,4.57142857142857,,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-SP,START,iism-kd2-b16,1061,"",session_50-SP_iism-kd2-b16,SP,21,M,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,"","","","","",Y,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-SP,PHASE,iism-kd2-b16,1076,"",session_50-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,5,6,4,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_50-SP,END,iism-kd2-b16,1077,"",session_50-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4,4.14285714285714,3.42857142857143,4.42857142857143,,,,6,1,7,5.57142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-MP,START,iism-kd2-b12,1185,"",session_51-MP_iism-kd2-b12,MP,24,F,R,German,C1,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,Y,"","","",Y,"",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-MP,START,iism-kd2-b14,1184,"",session_51-MP_iism-kd2-b14,MP,26,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"","",Y,Y,Y,Y,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-MP,START,iism-kd2-b18,1186,"",session_51-MP_iism-kd2-b18,MP,25,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,Y,Y,"",Y,"","",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-MP,PHASE,iism-kd2-b12,1204,"",session_51-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,3,7,1,,,,,2,7,6,,,,,2,2,2,3,3,6,3,2,7,6.5,5,5,6,6,3,2,6,7,6,4.33333333333333,6.5,1.5,4.25,1.8,4,6,3,2,1,2,1,2,1
session_51-MP,PHASE,iism-kd2-b14,1203,"",session_51-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,2,6,3,,,,,6,7,7,,,,,1,2,5,3,4,5.66666666666667,5,3,5,6,2,4,3,5,2,2,5,5,5.33333333333333,4.66666666666667,5.5,2.5,3.5,4.4,5,6,2,4,1,1,4,2,2
session_51-MP,PHASE,iism-kd2-b18,1205,"",session_51-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,6,7,7,,,,,1,1,1,,,,,2,1,6,2,6,6.33333333333333,3,2,6,4,6,5,5,7,4,2,7,6,5.66666666666667,6.33333333333333,6,3.5,5.25,4.8,4,5,3,6,1,3,1,2,2
session_51-MP,END,iism-kd2-b12,1208,"",session_51-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.38095238095238,3.14285714285714,3,4,,,,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-MP,END,iism-kd2-b14,1209,"",session_51-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.9047619047619,3.42857142857143,3.71428571428571,4.57142857142857,,,,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-MP,END,iism-kd2-b18,1207,"",session_51-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.04761904761905,4.14285714285714,4.28571428571429,3.71428571428571,,,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-SP,START,iism-kd2-b16,1082,"",session_51-SP_iism-kd2-b16,SP,22,M,R,German,C1,I am partially color blind.,Engineering and Technology > Other engineering and technologiy,Y,"","","",Y,"",7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-SP,PHASE,iism-kd2-b16,1099,"",session_51-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,4,3,5,,,,,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_51-SP,END,iism-kd2-b16,1100,"",session_51-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.80952380952381,4,3.57142857142857,3.85714285714286,,,,3,4,4,4.64285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_53-MP,START,iism-kd2-b12,1224,"",session_53-MP_iism-kd2-b12,MP,29,M,L,German,C1,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,"",Y,"",Y,"","",8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_53-MP,START,iism-kd2-b14,1225,"",session_53-MP_iism-kd2-b14,MP,23,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,Y,Y,"",Y,"","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_53-MP,START,iism-kd2-b18,1226,"",session_53-MP_iism-kd2-b18,MP,20,F,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,"",Y,"","","",Y,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_53-MP,PHASE,iism-kd2-b12,1246,"",session_53-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,2,6,1,,,,,1,1,2,,,,,2,1,7,1,6.5,6.66666666666667,3,2,7,5,6,2,4,4,1,1,5,6.5,6.33333333333333,6.66666666666667,6,4.5,5.5,2.2,4,6,4,2,2,1,1,2,2
session_53-MP,PHASE,iism-kd2-b14,1248,"",session_53-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,5,7,4,,,,,1,2,5,,,,,1,2,5,1,4.5,6.33333333333333,2,2,2,6.5,3,5,4,3,,1,,6.5,6.33333333333333,4,6.5,1,5,2.4,2,2,4,1,1,1,2,1,2
session_53-MP,PHASE,iism-kd2-b18,1247,"",session_53-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,2,5,1,,,,,7,7,6,,,,,3,3,4,5,3.5,,2,6,7,6.5,2,4,2,6,3,2,6,5.5,3.66666666666667,,5.5,3.5,3.5,4.2,6,6,3,5,6,5,6,2,1
session_53-MP,END,iism-kd2-b12,1252,"",session_53-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.19047619047619,4.14285714285714,4,4.42857142857143,,,,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_53-MP,END,iism-kd2-b14,1250,"",session_53-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.28571428571429,4.42857142857143,3.85714285714286,4.57142857142857,,,,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_53-MP,END,iism-kd2-b18,1251,"",session_53-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.38095238095238,4.28571428571429,4.57142857142857,4.28571428571429,,,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-MP,START,iism-kd2-b12,1284,"",session_54-MP_iism-kd2-b12,MP,26,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Materials engineering,"",Y,"",Y,Y,"",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-MP,START,iism-kd2-b14,1282,"",session_54-MP_iism-kd2-b14,MP,21,F,R,German,B2,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","",Y,"",8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-MP,START,iism-kd2-b18,1283,"",session_54-MP_iism-kd2-b18,MP,22,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,Y,"","","",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-MP,PHASE,iism-kd2-b12,1308,"",session_54-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,3,2,,,,,1,1,2,,,,,2,1,4,1,6.5,6,3,3,5,5.5,6,5,5,2,1,4,5,6,6,5,6.5,2.5,5.5,2.4,6,6,3,2,2,2,4,1,1
session_54-MP,PHASE,iism-kd2-b14,1307,"",session_54-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,4,7,5,,,,,5,5,5,,,,,3,3,4,3,4.5,5.66666666666667,3,3,5,6,3,5,4,6,4,1,6,6,6.33333333333333,5,6,4.5,5.25,5.2,3,6,4,4,4,2,4,3,4
session_54-MP,PHASE,iism-kd2-b18,1306,"",session_54-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,3,6,5,,,,,1,3,2,,,,,2,2,2,1,4.5,6.33333333333333,5,3,7,7,3,3,6,5,1,1,5,6.5,5.33333333333333,6,6.5,2.5,4.25,1.4,4,5,4,4,1,3,3,1,4
session_54-MP,END,iism-kd2-b12,1311,"",session_54-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,4,3.85714285714286,4.42857142857143,,,,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-MP,END,iism-kd2-b14,1312,"",session_54-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.42857142857143,4,4.85714285714286,4.42857142857143,,,,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-MP,END,iism-kd2-b18,1310,"",session_54-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.42857142857143,3.28571428571429,3.14285714285714,3.85714285714286,,,,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-SP,START,iism-kd2-b16,1111,"",session_54-SP_iism-kd2-b16,SP,20,M,B,Greek,C2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"","","","","",Y,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-SP,PHASE,iism-kd2-b16,1122,"",session_54-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,5,6,4,,,,,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_54-SP,END,iism-kd2-b16,1124,"",session_54-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.19047619047619,3.42857142857143,4.28571428571429,4.85714285714286,,,,5,2,5,5.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-MP,START,iism-kd2-b12,1324,"",session_55-MP_iism-kd2-b12,MP,25,M,R,Vietnamese,B2,I can see all colors and hues.,Social Sciences > Economics and business,"",Y,"","",Y,"",6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-MP,START,iism-kd2-b14,1323,"",session_55-MP_iism-kd2-b14,MP,25,M,R,German,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,Y,"","","","",6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-MP,START,iism-kd2-b18,1322,"",session_55-MP_iism-kd2-b18,MP,23,M,R,German,C1,I am partially color blind.,"Engineering and Technology > Electrical engineering, electronic engineering, information engineering",Y,Y,"","","","",7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-MP,PHASE,iism-kd2-b12,1349,"",session_55-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,5,5,3,,,,,3,3,6,,,,,,6,3,4,3,3.33333333333333,4,4,4,3,4,4,3,3,2,4,3,4,3.66666666666667,5,3,3.5,3.25,3.2,4,4,3,4,5,4,4,5,4
session_55-MP,PHASE,iism-kd2-b14,1348,"",session_55-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,6,2,,,,,1,1,1,,,,,1,2,2,4,5,6,3,3,7,7,3,6,2,6,,1,7,7,7,,4.5,1,5,2.2,5,5,3,4,1,1,4,4,4
session_55-MP,PHASE,iism-kd2-b18,1347,"",session_55-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,6,,1,,,,,4,5,6,,,,,2,2,3,2,4,5.33333333333333,5,2,2,4.5,3,5,3,6,1,1,7,5.5,5.66666666666667,6,6,2,5.25,2.6,2,5,3,4,3,2,2,2,2
session_55-MP,END,iism-kd2-b12,1353,"",session_55-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.47619047619048,3.57142857142857,3,3.85714285714286,,,,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-MP,END,iism-kd2-b14,1354,"",session_55-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.33333333333333,3.42857142857143,3.28571428571429,3.28571428571429,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-MP,END,iism-kd2-b18,1352,"",session_55-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.42857142857143,4,2.85714285714286,3.42857142857143,,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-SP,START,iism-kd2-b16,1145,"",session_55-SP_iism-kd2-b16,SP,23,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,"","",Y,"",Y,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-SP,PHASE,iism-kd2-b16,1169,"",session_55-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,1,5,2,,,,,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_55-SP,END,iism-kd2-b16,1170,"",session_55-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.85714285714286,3.28571428571429,4.28571428571429,,,,6,5,4,5.78571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_56-MP,START,iism-kd2-b12,1355,"",session_56-MP_iism-kd2-b12,MP,21,F,R,German,C2,I can see all colors and hues.,"Humanities > Art (arts, history of arts, performing arts, music)","",Y,Y,Y,"",Y,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_56-MP,START,iism-kd2-b14,1357,"",session_56-MP_iism-kd2-b14,MP,22,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,Y,Y,"","",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_56-MP,START,iism-kd2-b18,1356,"",session_56-MP_iism-kd2-b18,MP,23,M,R,Arabic (Overview),C2,I can see all colors and hues.,"Engineering and Technology > Electrical engineering, electronic engineering, information engineering","","","",Y,Y,"",5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_56-MP,PHASE,iism-kd2-b12,1370,"",session_56-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,7,5,,,,,2,5,6,,,,,1,1,6,1,7,7,2,4,7,7,1,3,6,4,1,1,7,4,6.33333333333333,4.66666666666667,7,5,3,1.6,7,7,3,4,1,2,6,1,1
session_56-MP,PHASE,iism-kd2-b14,1372,"",session_56-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,5,7,7,,,,,7,7,7,,,,,1,1,6,1,6,7,3,5,6,6.5,3,5,4,2,2,2,7,6.5,6.66666666666667,6.33333333333333,5.5,2.5,5,1.4,6,6,4,1,1,1,2,3,2
session_56-MP,PHASE,iism-kd2-b18,1371,"",session_56-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,1,5,2,,,,,3,7,7,,,,,1,1,5,1,6,5.33333333333333,2,3,5,4.5,6,3,5,6,2,2,4,6.5,4.66666666666667,2.66666666666667,5.5,2,3,3.4,1,,4,1,4,3,3,2,1
session_56-MP,END,iism-kd2-b12,1373,"",session_56-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,,,4.42857142857143,5,,,,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_56-MP,END,iism-kd2-b14,1375,"",session_56-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.80952380952381,4.42857142857143,3.42857142857143,3.57142857142857,,,,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_56-MP,END,iism-kd2-b18,1374,"",session_56-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,,,2.85714285714286,,,,,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_57-MP,START,iism-kd2-b12,1379,"",session_57-MP_iism-kd2-b12,MP,23,F,R,German,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"","","","","",Y,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_57-MP,START,iism-kd2-b14,1378,"",session_57-MP_iism-kd2-b14,MP,23,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Civil engineering,Y,Y,"",Y,Y,"",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_57-MP,START,iism-kd2-b18,1380,"",session_57-MP_iism-kd2-b18,MP,23,F,R,German,B2,I can see all colors and hues.,Engineering and Technology > Chemical engineering,Y,Y,"","","","",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_57-MP,PHASE,iism-kd2-b12,1399,"",session_57-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,5,6,5,,,,,3,4,3,,,,,2,6,5,2,5,6.33333333333333,6,1,5,6,2,6,4,5,3,1,7,6,5.66666666666667,6,6.5,5,6,,3,6,4,4,1,2,6,1,4
session_57-MP,PHASE,iism-kd2-b14,1401,"",session_57-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,6,5,3,,,,,4,3,5,,,,,3,2,5,1,4,6,4,5,5,4,2,5,6,3,1,3,5,5,5.33333333333333,5.33333333333333,5.5,2.5,5.75,2.4,3,5,3,2,2,3,3,3,2
session_57-MP,PHASE,iism-kd2-b18,1400,"",session_57-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,7,7,,,,,5,5,6,,,,,1,2,4,7,3,5.66666666666667,2,5,7,5,6,3,6,5,2,2,6,5.5,4.66666666666667,5.66666666666667,6,3.5,3.5,4.4,5,5,3,4,2,3,3,1,3
session_57-MP,END,iism-kd2-b12,1403,"",session_57-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.85714285714286,3.85714285714286,3.71428571428571,4,,,,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_57-MP,END,iism-kd2-b14,1402,"",session_57-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.52380952380952,3.85714285714286,4.71428571428571,5,,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_57-MP,END,iism-kd2-b18,1404,"",session_57-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.61904761904762,3.28571428571429,3.71428571428571,3.85714285714286,,,,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-MP,START,iism-kd2-b12,1415,"",session_58-MP_iism-kd2-b12,MP,22,M,L,German,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"",Y,"",Y,"","",7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-MP,START,iism-kd2-b14,1413,"",session_58-MP_iism-kd2-b14,MP,22,M,R,German,B2,I can see all colors and hues.,Social Sciences > Economics and business,"",Y,"","",Y,Y,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-MP,START,iism-kd2-b18,1414,"",session_58-MP_iism-kd2-b18,MP,21,F,R,Russian,B2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,"","",Y,Y,Y,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
